23.91	38.92	3.87	-80.57	78.29	4.86	0.00	10.41	-121.14	2.36	175.12	74.35	1.73	0.00	4.33	-37.31	-50.74	139.83	-54.45	4.22	0.00	11.36	-39.18	-58.05	46.86	-30.55	3.55	0.00	20.26	-38.08	-68.65	16.30	6.97	3.21	0.00	38.59	-39.21	-68.65	65.20	31.40	2.80	0.00	38.89	-39.51	-76.28	122.51	11.73	3.50	0.00	29.65	-36.53	-88.59	123.29	-16.18	2.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.90	38.93	3.87	-80.56	78.28	4.52	0.00	10.42	-121.14	2.36	175.15	74.35	1.28	0.00	4.33	-37.31	-50.78	139.84	-54.45	4.00	0.00	11.39	-39.09	-57.98	46.82	-30.51	3.01	0.00	20.31	-38.03	-68.58	16.31	6.96	3.26	0.00	38.56	-39.29	-68.61	65.15	31.39	2.38	0.00	38.78	-39.64	-76.31	122.50	11.72	3.51	0.00	29.70	-36.60	-88.59	123.27	-16.18	3.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.90	38.93	3.87	-80.55	78.27	4.68	0.00	10.42	-121.13	2.37	175.19	74.34	1.18	0.00	4.33	-37.31	-50.80	139.85	-54.45	4.53	0.00	11.39	-39.02	-57.94	46.79	-30.48	2.59	0.00	20.33	-38.01	-68.54	16.31	6.94	3.21	0.00	38.51	-39.33	-68.60	65.11	31.38	2.91	0.00	38.71	-39.71	-76.33	122.50	11.72	3.72	0.00	29.70	-36.62	-88.60	123.26	-16.18	3.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.90	38.93	3.87	-80.54	78.26	4.61	0.00	10.42	-121.13	2.37	175.22	74.34	1.05	0.00	4.31	-37.31	-50.80	139.87	-54.45	4.60	0.00	11.35	-39.00	-57.94	46.77	-30.48	2.96	0.00	20.31	-38.02	-68.55	16.31	6.92	3.49	0.00	38.45	-39.32	-68.63	65.09	31.37	3.19	0.00	38.69	-39.71	-76.32	122.50	11.74	3.81	0.00	29.64	-36.59	-88.60	123.27	-16.17	2.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.90	38.93	3.87	-80.53	78.25	4.89	0.00	10.42	-121.12	2.37	175.25	74.33	0.85	0.00	4.28	-37.31	-50.80	139.92	-54.44	4.51	0.00	11.30	-39.03	-57.96	46.75	-30.50	3.31	0.00	20.28	-38.04	-68.57	16.30	6.89	3.36	0.00	38.41	-39.29	-68.66	65.08	31.36	2.79	0.00	38.70	-39.66	-76.30	122.51	11.76	3.67	0.00	29.56	-36.53	-88.61	123.29	-16.15	3.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.90	38.93	3.87	-80.53	78.25	5.03	0.00	10.42	-121.12	2.37	175.28	74.33	1.20	0.00	4.25	-37.29	-50.80	140.00	-54.44	4.39	0.00	11.27	-39.07	-57.97	46.73	-30.51	3.22	0.00	20.24	-38.05	-68.59	16.31	6.86	3.04	0.00	38.40	-39.26	-68.66	65.08	31.37	2.80	0.00	38.71	-39.63	-76.31	122.52	11.77	3.53	0.00	29.50	-36.49	-88.63	123.29	-16.14	3.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.90	38.93	3.87	-80.52	78.24	4.51	0.00	10.43	-121.11	2.37	175.30	74.33	1.24	0.00	4.23	-37.28	-50.81	140.11	-54.44	4.20	0.00	11.27	-39.10	-57.97	46.70	-30.51	2.90	0.00	20.22	-38.04	-68.58	16.33	6.83	3.42	0.00	38.41	-39.24	-68.64	65.07	31.38	2.88	0.00	38.70	-39.60	-76.33	122.52	11.77	3.60	0.00	29.49	-36.48	-88.65	123.29	-16.13	3.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.90	38.94	3.87	-80.52	78.23	4.43	0.00	10.43	-121.11	2.37	175.32	74.32	0.93	0.00	4.23	-37.26	-50.81	140.24	-54.45	4.34	0.00	11.31	-39.10	-57.95	46.67	-30.49	2.71	0.00	20.22	-38.03	-68.56	16.35	6.80	3.51	0.00	38.40	-39.24	-68.62	65.06	31.39	2.82	0.00	38.67	-39.59	-76.36	122.52	11.77	3.65	0.00	29.51	-36.50	-88.66	123.27	-16.11	3.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.90	38.94	3.87	-80.52	78.23	4.63	0.00	10.43	-121.11	2.38	175.33	74.32	1.27	0.00	4.24	-37.25	-50.80	140.37	-54.48	4.18	0.00	11.33	-39.06	-57.94	46.65	-30.47	2.97	0.00	20.23	-38.03	-68.55	16.36	6.78	3.18	0.00	38.37	-39.25	-68.63	65.05	31.39	2.79	0.00	38.66	-39.56	-76.36	122.52	11.78	3.70	0.00	29.52	-36.51	-88.65	123.26	-16.10	3.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.89	38.94	3.87	-80.51	78.22	4.47	0.00	10.43	-121.11	2.38	175.34	74.32	1.17	0.00	4.23	-37.25	-50.79	140.51	-54.50	4.14	0.00	11.32	-39.01	-57.94	46.64	-30.46	2.92	0.00	20.23	-38.04	-68.57	16.37	6.76	3.24	0.00	38.34	-39.27	-68.66	65.04	31.38	2.61	0.00	38.66	-39.54	-76.33	122.52	11.79	3.80	0.00	29.50	-36.50	-88.63	123.26	-16.09	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
