23.90	38.98	3.87	-80.54	78.20	4.83	0.00	10.42	-121.18	2.37	175.05	74.32	0.81	0.00	3.46	-37.56	-59.07	147.59	-40.52	4.47	0.00	7.54	-37.28	-67.88	42.46	-52.55	2.86	0.00	20.52	-40.37	-70.89	4.97	20.40	3.07	0.00	38.56	-39.85	-68.47	63.63	31.52	2.78	0.00	38.90	-39.80	-76.40	124.19	9.82	3.35	0.00	30.43	-36.54	-90.29	121.75	-17.60	2.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.90	38.97	3.87	-80.53	78.21	5.08	0.00	10.43	-121.16	2.37	175.09	74.32	1.57	0.00	3.41	-37.57	-59.13	147.74	-40.87	4.35	0.00	7.56	-37.29	-67.84	42.10	-52.41	2.52	0.00	20.60	-40.47	-70.79	4.72	20.73	2.93	0.00	38.48	-39.92	-68.47	63.62	31.49	2.77	0.00	38.89	-39.87	-76.39	124.18	9.81	3.29	0.00	30.47	-36.61	-90.33	121.75	-17.59	3.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.89	38.96	3.87	-80.51	78.21	5.39	0.00	10.43	-121.15	2.37	175.13	74.32	1.23	0.00	3.37	-37.56	-59.18	147.87	-41.23	4.43	0.00	7.58	-37.30	-67.82	41.76	-52.30	2.66	0.00	20.65	-40.54	-70.70	4.46	21.07	2.78	0.00	38.42	-39.96	-68.48	63.60	31.47	2.95	0.00	38.87	-39.92	-76.39	124.16	9.80	3.37	0.00	30.50	-36.68	-90.37	121.75	-17.58	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.89	38.95	3.87	-80.49	78.22	5.30	0.00	10.43	-121.13	2.37	175.17	74.32	1.44	0.00	3.35	-37.53	-59.21	147.98	-41.62	4.28	0.00	7.61	-37.32	-67.84	41.44	-52.20	2.54	0.00	20.67	-40.57	-70.64	4.19	21.40	3.21	0.00	38.38	-39.94	-68.49	63.59	31.46	3.00	0.00	38.84	-39.93	-76.41	124.13	9.79	3.30	0.00	30.51	-36.72	-90.38	121.75	-17.59	3.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.89	38.94	3.87	-80.48	78.22	5.10	0.00	10.43	-121.12	2.37	175.21	74.32	1.63	0.00	3.33	-37.50	-59.24	148.07	-42.03	4.47	0.00	7.64	-37.35	-67.88	41.14	-52.11	2.44	0.00	20.70	-40.57	-70.59	3.92	21.72	3.29	0.00	38.37	-39.91	-68.50	63.58	31.46	2.73	0.00	38.80	-39.91	-76.43	124.11	9.79	3.17	0.00	30.53	-36.71	-90.37	121.75	-17.60	3.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.89	38.93	3.87	-80.47	78.23	5.24	0.00	10.43	-121.11	2.37	175.24	74.31	0.94	0.00	3.31	-37.46	-59.27	148.13	-42.45	4.64	0.00	7.68	-37.38	-67.92	40.86	-52.00	2.38	0.00	20.73	-40.57	-70.56	3.66	22.00	2.79	0.00	38.37	-39.89	-68.50	63.57	31.46	2.87	0.00	38.80	-39.88	-76.43	124.09	9.79	3.32	0.00	30.56	-36.67	-90.36	121.75	-17.60	3.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.89	38.92	3.87	-80.46	78.23	5.24	0.00	10.43	-121.10	2.38	175.27	74.31	1.10	0.00	3.29	-37.45	-59.31	148.17	-42.87	4.34	0.00	7.70	-37.39	-67.94	40.60	-51.88	2.24	0.00	20.78	-40.58	-70.51	3.40	22.25	2.92	0.00	38.38	-39.90	-68.49	63.56	31.46	3.04	0.00	38.81	-39.85	-76.40	124.08	9.78	3.57	0.00	30.59	-36.62	-90.34	121.74	-17.60	3.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.89	38.91	3.87	-80.45	78.23	5.15	0.00	10.44	-121.09	2.38	175.30	74.31	1.64	0.00	3.26	-37.44	-59.35	148.20	-43.28	4.50	0.00	7.72	-37.38	-67.95	40.38	-51.74	2.46	0.00	20.83	-40.61	-70.45	3.15	22.45	3.22	0.00	38.40	-39.92	-68.49	63.54	31.45	2.87	0.00	38.84	-39.83	-76.37	124.08	9.77	3.56	0.00	30.59	-36.61	-90.33	121.74	-17.58	3.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.89	38.91	3.87	-80.45	78.23	5.23	0.00	10.44	-121.08	2.38	175.32	74.31	1.40	0.00	3.23	-37.43	-59.39	148.22	-43.67	4.46	0.00	7.73	-37.35	-67.93	40.18	-51.58	2.56	0.00	20.85	-40.64	-70.37	2.91	22.61	3.10	0.00	38.41	-39.94	-68.49	63.53	31.45	3.00	0.00	38.86	-39.84	-76.38	124.08	9.76	3.50	0.00	30.56	-36.64	-90.32	121.75	-17.58	2.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.89	38.90	3.87	-80.45	78.24	5.19	0.00	10.44	-121.08	2.38	175.34	74.31	1.31	0.00	3.20	-37.41	-59.43	148.21	-44.06	4.25	0.00	7.75	-37.32	-67.91	39.98	-51.42	2.74	0.00	20.87	-40.67	-70.28	2.68	22.72	3.05	0.00	38.43	-39.94	-68.50	63.52	31.45	3.06	0.00	38.85	-39.86	-76.41	124.06	9.76	3.50	0.00	30.52	-36.68	-90.31	121.76	-17.58	2.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
